STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,crops,Crops,agprdmet,Agricultural production methods,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EE,Estonia,2008,,9.6,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EE,Estonia,2009,,11,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EE,Estonia,2010,,12.8,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EE,Estonia,2011,,14.1,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EE,Estonia,2012,,14.86,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EE,Estonia,2013,,15.65,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EE,Estonia,2014,,15.96,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EE,Estonia,2015,,15.68,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EE,Estonia,2016,,18.02,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EE,Estonia,2017,,20.01,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EE,Estonia,2018,,20.98,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EE,Estonia,2019,,22.33,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EE,Estonia,2020,,22.41,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EE,Estonia,2021,,22.97,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EE,Estonia,2022,,23.42,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EE,Estonia,2023,,22.80,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EE,Estonia,2024,,22.58,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EL,Greece,2000,,0.7,,e,estimated,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EL,Greece,2001,,0.7,,e,estimated,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EL,Greece,2002,,2,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EL,Greece,2003,,6.4,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EL,Greece,2004,,6.5,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EL,Greece,2005,,7.6,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EL,Greece,2006,,7.6,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EL,Greece,2007,,7,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EL,Greece,2008,,7.8,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EL,Greece,2009,,8.5,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EL,Greece,2010,,8.4,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EL,Greece,2011,,5.2,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EL,Greece,2012,,9.01,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EL,Greece,2013,,7.36,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EL,Greece,2014,,6.71,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EL,Greece,2015,,7.69,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EL,Greece,2016,,6.51,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EL,Greece,2017,,7.96,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EL,Greece,2018,,9.32,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EL,Greece,2019,,10.26,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EL,Greece,2020,,10.15,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EL,Greece,2021,,12.22,,e,estimated,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,ES,Spain,2000,,1.5,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,ES,Spain,2001,,1.9,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,ES,Spain,2002,,2.6,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,ES,Spain,2003,,2.9,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,ES,Spain,2004,,2.9,,e,estimated,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,ES,Spain,2005,,3.1,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,ES,Spain,2006,,3.7,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,ES,Spain,2007,,4,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,ES,Spain,2008,,5.3,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,ES,Spain,2009,,6.6,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,ES,Spain,2010,,6.7,,e,estimated,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,ES,Spain,2011,,7.5,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,ES,Spain,2012,,7.49,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,ES,Spain,2013,,6.85,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,ES,Spain,2014,,7.26,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,ES,Spain,2015,,8.24,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,ES,Spain,2016,,8.48,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,ES,Spain,2017,,8.73,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,ES,Spain,2018,,9.28,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,ES,Spain,2019,,9.66,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,ES,Spain,2020,,9.98,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,ES,Spain,2021,,10.79,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,ES,Spain,2022,,10.83,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,ES,Spain,2023,,12.03,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,ES,Spain,2024,,11.91,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2000,,3.0,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2002,,3.8,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2003,,4.0,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2005,,3.8,,e,estimated,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2006,,4.1,,e,estimated,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2007,,4.0,,e,estimated,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2008,,4.3,,e,estimated,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2009,,4.7,,e,estimated,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2010,,5.1,,e,estimated,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2011,,5.4,,e,estimated,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2012,,5.66,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2013,,5.70,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2014,,5.78,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2015,,6.21,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,,6.68,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2017,,7.02,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,,7.47,,e,estimated,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,,7.90,,e,estimated,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2020,,9.10,,e,estimated,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EU27_2020,European Union - 27 countries (from 2020),2012,,5.88,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EU27_2020,European Union - 27 countries (from 2020),2013,,5.91,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EU27_2020,European Union - 27 countries (from 2020),2014,,6.08,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EU27_2020,European Union - 27 countries (from 2020),2015,,6.56,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EU27_2020,European Union - 27 countries (from 2020),2016,,7.09,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EU27_2020,European Union - 27 countries (from 2020),2017,,7.47,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EU27_2020,European Union - 27 countries (from 2020),2018,,7.99,,e,estimated,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EU27_2020,European Union - 27 countries (from 2020),2019,,8.47,,e,estimated,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,EU27_2020,European Union - 27 countries (from 2020),2020,,9.10,,e,estimated,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,FI,Finland,2000,,6.7,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,FI,Finland,2001,,6.7,,,,,
dataflow,ESTAT:SDG_02_40(1.0),Area under organic farming,A,Annual,PC_UAA,Percentage of total utilised agricultural area,UAAXK0000,Utilised agricultural area excluding kitchen gardens,TOTAL,Total fully converted and under conversion to organic farming,FI,Finland,2002,,7.6,,e,estimated,,
