Entity,Code,Year,Life expectancy
Switzerland,CHE,1882,43.02
Switzerland,CHE,1883,45.02
Switzerland,CHE,1884,45.07
Switzerland,CHE,1885,43.92
Switzerland,CHE,1886,44.75
Switzerland,CHE,1887,45.46
Switzerland,CHE,1888,46
Switzerland,CHE,1889,45.18
Switzerland,CHE,1890,45.01
Switzerland,CHE,1891,44.81
Switzerland,CHE,1892,47.2
Switzerland,CHE,1893,46.08
Switzerland,CHE,1894,45.85
Switzerland,CHE,1895,46.93
Switzerland,CHE,1896,48.87
Switzerland,CHE,1897,49.1
Switzerland,CHE,1898,48.26
Switzerland,CHE,1899,49.31
Switzerland,CHE,1900,47.59
Switzerland,CHE,1901,48.97
Switzerland,CHE,1902,50.44
Switzerland,CHE,1903,50.08
Switzerland,CHE,1904,49.23
Switzerland,CHE,1905,49.69
Switzerland,CHE,1906,50.75
Switzerland,CHE,1907,51.19
Switzerland,CHE,1908,52.29
Switzerland,CHE,1909,51.65
Switzerland,CHE,1910,52.93
Switzerland,CHE,1911,51.77
Switzerland,CHE,1912,54.4
Switzerland,CHE,1913,54.23
Switzerland,CHE,1914,55.11
Switzerland,CHE,1915,55.91
Switzerland,CHE,1916,56.52
Switzerland,CHE,1917,55.77
Switzerland,CHE,1918,46.3
Switzerland,CHE,1919,54.83
Switzerland,CHE,1920,54.5
Switzerland,CHE,1921,57.77
Switzerland,CHE,1922,58.48
Switzerland,CHE,1923,59.98
Switzerland,CHE,1924,59.47
Switzerland,CHE,1925,59.91
Switzerland,CHE,1926,60.59
Switzerland,CHE,1927,60.09
Switzerland,CHE,1928,60.43
Switzerland,CHE,1929,60.14
Switzerland,CHE,1930,61.4
Switzerland,CHE,1931,61.23
Switzerland,CHE,1932,61.2
Switzerland,CHE,1933,62.37
Switzerland,CHE,1934,62.83
Switzerland,CHE,1935,62.13
Switzerland,CHE,1936,63.14
Switzerland,CHE,1937,63.48
Switzerland,CHE,1938,63.83
Switzerland,CHE,1939,63.98
Switzerland,CHE,1940,63.54
Switzerland,CHE,1941,64.91
Switzerland,CHE,1942,65.63
Switzerland,CHE,1943,65.82
Switzerland,CHE,1944,64.86
Switzerland,CHE,1945,65.38
Switzerland,CHE,1946,66.06
Switzerland,CHE,1947,66.23
Switzerland,CHE,1948,67.31
Switzerland,CHE,1949,67.95
Switzerland,CHE,1950,68.9133
Switzerland,CHE,1951,68.6939
Switzerland,CHE,1952,69.5876
Switzerland,CHE,1953,69.5183
Switzerland,CHE,1954,69.9846
Switzerland,CHE,1955,70.0701
Switzerland,CHE,1956,70.1987
Switzerland,CHE,1957,70.5385
Switzerland,CHE,1958,71.2912
Switzerland,CHE,1959,71.4531
Switzerland,CHE,1960,71.4137
Switzerland,CHE,1961,71.7428
Switzerland,CHE,1962,71.3027
Switzerland,CHE,1963,71.2924
Switzerland,CHE,1964,72.1791
Switzerland,CHE,1965,72.318
Switzerland,CHE,1966,72.4497
Switzerland,CHE,1967,72.7412
Switzerland,CHE,1968,72.7054
Switzerland,CHE,1969,72.7176
Switzerland,CHE,1970,73.1238
Switzerland,CHE,1971,73.2406
Switzerland,CHE,1972,73.7591
Switzerland,CHE,1973,74.0598
Switzerland,CHE,1974,74.4013
Switzerland,CHE,1975,74.7913
Switzerland,CHE,1976,74.9059
Switzerland,CHE,1977,75.3673
Switzerland,CHE,1978,75.3079
Switzerland,CHE,1979,75.6078
Switzerland,CHE,1980,75.5898
Switzerland,CHE,1981,75.8183
Switzerland,CHE,1982,76.1624
Switzerland,CHE,1983,76.1574
Switzerland,CHE,1984,76.756
Switzerland,CHE,1985,76.882
Switzerland,CHE,1986,77.0403
Switzerland,CHE,1987,77.3317
Switzerland,CHE,1988,77.3646
Switzerland,CHE,1989,77.5573
Switzerland,CHE,1990,77.3851
Switzerland,CHE,1991,77.6485
Switzerland,CHE,1992,77.9441
Switzerland,CHE,1993,78.2335
Switzerland,CHE,1994,78.4946
Switzerland,CHE,1995,78.565
Switzerland,CHE,1996,79.0494
Switzerland,CHE,1997,79.2329
Switzerland,CHE,1998,79.4752
Switzerland,CHE,1999,79.7235
Switzerland,CHE,2000,79.834
Switzerland,CHE,2001,80.2511
Switzerland,CHE,2002,80.4438
Switzerland,CHE,2003,80.5325
Switzerland,CHE,2004,81.0549
Switzerland,CHE,2005,81.2362
Switzerland,CHE,2006,81.5495
Switzerland,CHE,2007,81.7028
Switzerland,CHE,2008,81.9709
Switzerland,CHE,2009,81.9891
Switzerland,CHE,2010,82.2873
Switzerland,CHE,2011,82.5738
Switzerland,CHE,2012,82.6167
Switzerland,CHE,2013,82.6892
Switzerland,CHE,2014,83.0841
Switzerland,CHE,2015,82.8461
Switzerland,CHE,2016,83.4457
Switzerland,CHE,2017,83.414
Switzerland,CHE,2018,83.5639
Switzerland,CHE,2019,83.7804
Switzerland,CHE,2020,83.0626
Switzerland,CHE,2021,83.6477
Switzerland,CHE,2022,83.2003
Switzerland,CHE,2023,83.9536
United Kingdom,GBR,1543,33.94
United Kingdom,GBR,1548,38.82
United Kingdom,GBR,1553,39.59
United Kingdom,GBR,1558,22.38
United Kingdom,GBR,1563,36.66
United Kingdom,GBR,1568,39.67
United Kingdom,GBR,1573,41.06
United Kingdom,GBR,1578,41.56
United Kingdom,GBR,1583,42.7
United Kingdom,GBR,1588,37.05
United Kingdom,GBR,1593,38.05
United Kingdom,GBR,1598,37.82
United Kingdom,GBR,1603,38.53
United Kingdom,GBR,1608,39.59
United Kingdom,GBR,1613,36.79
United Kingdom,GBR,1618,40.31
United Kingdom,GBR,1623,33.39
United Kingdom,GBR,1628,39.69
United Kingdom,GBR,1633,39.72
United Kingdom,GBR,1638,34.03
United Kingdom,GBR,1643,36.32
United Kingdom,GBR,1648,39.74
United Kingdom,GBR,1653,39.14
United Kingdom,GBR,1658,33.04
United Kingdom,GBR,1663,33.27
United Kingdom,GBR,1668,32.48
United Kingdom,GBR,1673,37.41
United Kingdom,GBR,1678,32.4
United Kingdom,GBR,1683,31.27
United Kingdom,GBR,1688,35.93
United Kingdom,GBR,1693,36.35
United Kingdom,GBR,1698,38.06
United Kingdom,GBR,1703,38.47
United Kingdom,GBR,1708,38.5
United Kingdom,GBR,1713,36.89
United Kingdom,GBR,1718,35.75
United Kingdom,GBR,1723,35.49
United Kingdom,GBR,1728,25.34
United Kingdom,GBR,1733,36.34
United Kingdom,GBR,1738,35.26
United Kingdom,GBR,1743,34.27
United Kingdom,GBR,1748,36.47
United Kingdom,GBR,1753,39.77
United Kingdom,GBR,1758,38.12
United Kingdom,GBR,1763,35.37
United Kingdom,GBR,1768,36.19
United Kingdom,GBR,1773,39.09
United Kingdom,GBR,1778,37.74
United Kingdom,GBR,1783,35.81
United Kingdom,GBR,1788,38.97
United Kingdom,GBR,1793,37.92
United Kingdom,GBR,1798,38.93
United Kingdom,GBR,1803,40.02
United Kingdom,GBR,1808,40.58
United Kingdom,GBR,1813,41.25
United Kingdom,GBR,1818,40.84
United Kingdom,GBR,1823,40.47
United Kingdom,GBR,1828,41.43
United Kingdom,GBR,1833,40.89
United Kingdom,GBR,1838,40.56
United Kingdom,GBR,1842,40.995
United Kingdom,GBR,1843,41.56
United Kingdom,GBR,1844,41.24
United Kingdom,GBR,1845,42.17
United Kingdom,GBR,1846,40.15
United Kingdom,GBR,1847,38.515
United Kingdom,GBR,1848,39.89
United Kingdom,GBR,1849,37.68
United Kingdom,GBR,1850,42.77
United Kingdom,GBR,1851,40.95
United Kingdom,GBR,1852,40.41
United Kingdom,GBR,1853,39.985
United Kingdom,GBR,1854,39.48
United Kingdom,GBR,1855,40.74
United Kingdom,GBR,1856,42.47
United Kingdom,GBR,1857,40.925
United Kingdom,GBR,1858,39.545
United Kingdom,GBR,1859,40.405
United Kingdom,GBR,1860,41.945
United Kingdom,GBR,1861,41.62
United Kingdom,GBR,1862,42.13
United Kingdom,GBR,1863,40.37
United Kingdom,GBR,1864,39.585
United Kingdom,GBR,1865,39.75
United Kingdom,GBR,1866,40.085
United Kingdom,GBR,1867,41.995
United Kingdom,GBR,1868,41.7
United Kingdom,GBR,1869,41.34
United Kingdom,GBR,1870,40.605
United Kingdom,GBR,1871,41.135
United Kingdom,GBR,1872,42.72
United Kingdom,GBR,1873,43.29
United Kingdom,GBR,1874,42.105
United Kingdom,GBR,1875,41.45
United Kingdom,GBR,1876,42.665
United Kingdom,GBR,1877,43.69
United Kingdom,GBR,1878,42.04
United Kingdom,GBR,1879,43.505
United Kingdom,GBR,1880,42.975
United Kingdom,GBR,1881,45.055
United Kingdom,GBR,1882,43.985
United Kingdom,GBR,1883,44.015
United Kingdom,GBR,1884,43.635
United Kingdom,GBR,1885,44.57
United Kingdom,GBR,1886,44.585
United Kingdom,GBR,1887,45.08
United Kingdom,GBR,1888,46.28
United Kingdom,GBR,1889,45.93
United Kingdom,GBR,1890,44.12
United Kingdom,GBR,1891,44.43
United Kingdom,GBR,1892,45.59
United Kingdom,GBR,1893,44.68
United Kingdom,GBR,1894,48.275
United Kingdom,GBR,1895,45.41
United Kingdom,GBR,1896,47.07
United Kingdom,GBR,1897,46.445
United Kingdom,GBR,1898,46.14
United Kingdom,GBR,1899,45.245
United Kingdom,GBR,1900,45.62
United Kingdom,GBR,1901,46.93
United Kingdom,GBR,1902,48.355
United Kingdom,GBR,1903,49.54
United Kingdom,GBR,1904,48.145
United Kingdom,GBR,1905,49.92
United Kingdom,GBR,1906,49.595
United Kingdom,GBR,1907,50.565
United Kingdom,GBR,1908,51.02
United Kingdom,GBR,1909,51.67
United Kingdom,GBR,1910,53.255
United Kingdom,GBR,1911,51.225
United Kingdom,GBR,1912,54.31
United Kingdom,GBR,1913,53.355
United Kingdom,GBR,1914,53.21
United Kingdom,GBR,1915,51.205
United Kingdom,GBR,1916,54.24
United Kingdom,GBR,1917,54.155
United Kingdom,GBR,1918,47.275
United Kingdom,GBR,1919,54.31
United Kingdom,GBR,1920,57.255
United Kingdom,GBR,1921,58.085
United Kingdom,GBR,1922,57.02
United Kingdom,GBR,1923,59.3
United Kingdom,GBR,1924,58.07
United Kingdom,GBR,1925,58.42
United Kingdom,GBR,1926,59.56
United Kingdom,GBR,1927,58.95
United Kingdom,GBR,1928,59.91
United Kingdom,GBR,1929,57.62
United Kingdom,GBR,1930,60.77
United Kingdom,GBR,1931,60
United Kingdom,GBR,1932,60.52
United Kingdom,GBR,1933,60.58
United Kingdom,GBR,1934,61.3
United Kingdom,GBR,1935,61.96
United Kingdom,GBR,1936,61.75
United Kingdom,GBR,1937,61.79
United Kingdom,GBR,1938,63.23
United Kingdom,GBR,1939,63.61
United Kingdom,GBR,1940,60.9
United Kingdom,GBR,1941,61.29
United Kingdom,GBR,1942,63.98
United Kingdom,GBR,1943,64.04
United Kingdom,GBR,1944,64.8
United Kingdom,GBR,1945,65.76
United Kingdom,GBR,1946,66.24
United Kingdom,GBR,1947,66.44
United Kingdom,GBR,1948,68.37
United Kingdom,GBR,1949,68.11
United Kingdom,GBR,1950,68.631
United Kingdom,GBR,1951,68.2386
United Kingdom,GBR,1952,69.5267
United Kingdom,GBR,1953,69.8047
United Kingdom,GBR,1954,70.1715
United Kingdom,GBR,1955,70.1344
United Kingdom,GBR,1956,70.4055
United Kingdom,GBR,1957,70.5245
United Kingdom,GBR,1958,70.7048
United Kingdom,GBR,1959,70.8276
United Kingdom,GBR,1960,71.0251
United Kingdom,GBR,1961,70.7895
United Kingdom,GBR,1962,70.8576
United Kingdom,GBR,1963,70.7609
United Kingdom,GBR,1964,71.5407
United Kingdom,GBR,1965,71.5157
United Kingdom,GBR,1966,71.4329
United Kingdom,GBR,1967,72.0706
United Kingdom,GBR,1968,71.6842
United Kingdom,GBR,1969,71.6625
United Kingdom,GBR,1970,71.8819
United Kingdom,GBR,1971,72.234
United Kingdom,GBR,1972,71.9882
United Kingdom,GBR,1973,72.1846
United Kingdom,GBR,1974,72.376
United Kingdom,GBR,1975,72.65
United Kingdom,GBR,1976,72.6341
United Kingdom,GBR,1977,73.1111
United Kingdom,GBR,1978,73.0429
United Kingdom,GBR,1979,73.1607
United Kingdom,GBR,1980,73.5906
United Kingdom,GBR,1981,73.9162
United Kingdom,GBR,1982,74.0388
United Kingdom,GBR,1983,74.2927
United Kingdom,GBR,1984,74.6741
United Kingdom,GBR,1985,74.5362
United Kingdom,GBR,1986,74.7948
United Kingdom,GBR,1987,75.147
United Kingdom,GBR,1988,75.2593
United Kingdom,GBR,1989,75.3971
United Kingdom,GBR,1990,75.7377
United Kingdom,GBR,1991,75.9108
United Kingdom,GBR,1992,76.3074
United Kingdom,GBR,1993,76.1602
United Kingdom,GBR,1994,76.7198
United Kingdom,GBR,1995,76.614
United Kingdom,GBR,1996,76.8719
United Kingdom,GBR,1997,77.1389
United Kingdom,GBR,1998,77.2745
United Kingdom,GBR,1999,77.3728
United Kingdom,GBR,2000,77.8491
United Kingdom,GBR,2001,78.1208
United Kingdom,GBR,2002,78.237
United Kingdom,GBR,2003,78.3302
United Kingdom,GBR,2004,78.8998
United Kingdom,GBR,2005,79.1061
United Kingdom,GBR,2006,79.3474
United Kingdom,GBR,2007,79.5337
United Kingdom,GBR,2008,79.6554
United Kingdom,GBR,2009,80.1556
United Kingdom,GBR,2010,80.3908
United Kingdom,GBR,2011,80.7961
United Kingdom,GBR,2012,80.8594
United Kingdom,GBR,2013,80.9232
United Kingdom,GBR,2014,81.1529
United Kingdom,GBR,2015,80.919
United Kingdom,GBR,2016,81.0675
United Kingdom,GBR,2017,81.164
United Kingdom,GBR,2018,81.1229
United Kingdom,GBR,2019,81.4426
United Kingdom,GBR,2020,80.3854
United Kingdom,GBR,2021,80.708
United Kingdom,GBR,2022,81.0744
United Kingdom,GBR,2023,81.3015
United States,USA,1880,39.41
United States,USA,1890,45.21
United States,USA,1901,49.3
United States,USA,1902,50.5
United States,USA,1903,50.6
United States,USA,1904,49.6
United States,USA,1905,50.3
United States,USA,1906,50.1
United States,USA,1907,50.2
United States,USA,1908,51.9
United States,USA,1909,52.8
United States,USA,1910,51.8
United States,USA,1911,53.4
United States,USA,1912,54.1
United States,USA,1913,53.5
United States,USA,1914,54.6
United States,USA,1915,55.1
United States,USA,1916,54.2
United States,USA,1917,54
United States,USA,1918,47.2
United States,USA,1919,55.3
United States,USA,1920,55.4
United States,USA,1921,58.2
United States,USA,1922,58.1
United States,USA,1923,57.5
United States,USA,1924,58.5
United States,USA,1925,58.5
United States,USA,1926,57.9
United States,USA,1927,59.4
United States,USA,1928,58.3
United States,USA,1929,58.5
United States,USA,1930,59.6
United States,USA,1931,60.3
United States,USA,1932,61
United States,USA,1933,60.9
United States,USA,1934,60.19
United States,USA,1935,60.91
United States,USA,1936,60.35
United States,USA,1937,61.03
United States,USA,1938,62.39
United States,USA,1939,63.07
United States,USA,1940,63.22
United States,USA,1941,63.79
United States,USA,1942,64.54
United States,USA,1943,64.36
United States,USA,1944,65.06
United States,USA,1945,65.59
United States,USA,1946,66.13
United States,USA,1947,66.8
United States,USA,1948,67.22
United States,USA,1949,67.63
United States,USA,1950,68.0669
United States,USA,1951,68.1743
United States,USA,1952,68.38
United States,USA,1953,68.7112
United States,USA,1954,69.4996
United States,USA,1955,69.5573
United States,USA,1956,69.643
United States,USA,1957,69.4183
United States,USA,1958,69.6733
United States,USA,1959,69.9044
United States,USA,1960,69.8293
United States,USA,1961,70.2536
United States,USA,1962,70.1162
United States,USA,1963,69.9428
United States,USA,1964,70.1993
United States,USA,1965,70.2495
United States,USA,1966,70.21
United States,USA,1967,70.5202
United States,USA,1968,70.2004
United States,USA,1969,70.4763
United States,USA,1970,70.7343
United States,USA,1971,71.0979
United States,USA,1972,71.1779
United States,USA,1973,71.3966
United States,USA,1974,71.9592
United States,USA,1975,72.5434
United States,USA,1976,72.8448
United States,USA,1977,73.2267
United States,USA,1978,73.4091
United States,USA,1979,73.8331
United States,USA,1980,73.73
United States,USA,1981,74.1174
United States,USA,1982,74.4635
United States,USA,1983,74.5528
United States,USA,1984,74.6747
United States,USA,1985,74.65
United States,USA,1986,74.7284
United States,USA,1987,74.8599
United States,USA,1988,74.8333
United States,USA,1989,75.1091
United States,USA,1990,75.3743
United States,USA,1991,75.5243
United States,USA,1992,75.779
United States,USA,1993,75.5677
United States,USA,1994,75.7381
United States,USA,1995,75.8522
United States,USA,1996,76.1749
United States,USA,1997,76.4981
United States,USA,1998,76.6592
United States,USA,1999,76.6691
United States,USA,2000,76.8058
United States,USA,2001,76.9194
United States,USA,2002,76.9883
United States,USA,2003,77.1369
United States,USA,2004,77.535
United States,USA,2005,77.5264
United States,USA,2006,77.7976
United States,USA,2007,78.0471
United States,USA,2008,78.1273
United States,USA,2009,78.4758
United States,USA,2010,78.6681
United States,USA,2011,78.7023
United States,USA,2012,78.8169
United States,USA,2013,78.8175
United States,USA,2014,78.8785
United States,USA,2015,78.7219
United States,USA,2016,78.686
United States,USA,2017,78.6483
United States,USA,2018,78.7997
United States,USA,2019,78.916
United States,USA,2020,77.0115
United States,USA,2021,76.3836
United States,USA,2022,77.9789
United States,USA,2023,79.3043
